prompt,completion
"你认为病人需要什么条件才能生病？你认为病人生病时需要考虑什么？你认为生病是一种什么样的体验？
",生一点病，的确也是一种福气。不过这里有两个必要条件：一要病是小病，并非什么霍乱吐泻，黑死病，或脑膜炎之类；二要至少手头有一点现款，不至于躺一天，就饿一天。这二者缺一，便是俗人，不足与言生病之雅趣的。
"你对“不耻最后”这个概念有什么看法？
",不耻最后”。即使慢，驰而不息，纵会落后，纵令失败，但一定可以达到他所向的 目标。
"为什么我们应该坚持不懈地努力？
",不耻最后”。即使慢，驰而不息，纵会落后，纵令失败，但一定可以达到他所向的 目标。
"什么情况下我们才能达到最终的目标？
",不耻最后”。即使慢，驰而不息，纵会落后，纵令失败，但一定可以达到他所向的 目标。
"如何做到“驰而不息”？
",不耻最后”。即使慢，驰而不息，纵会落后，纵令失败，但一定可以达到他所向的 目标。
"如何把落后和失败变成自己的动力？
",不耻最后”。即使慢，驰而不息，纵会落后，纵令失败，但一定可以达到他所向的 目标。
"时间对于勤勉的人有什么影响？
",时间，天天得到的都是二十四小时，可是一天的时间给勤勉的人带来聪明和气力，给懒散的人只留下一片悔恨。
"为什么懒散的人会有悔恨？
",时间，天天得到的都是二十四小时，可是一天的时间给勤勉的人带来聪明和气力，给懒散的人只留下一片悔恨。
"一天的时间有多少小时？
",时间，天天得到的都是二十四小时，可是一天的时间给勤勉的人带来聪明和气力，给懒散的人只留下一片悔恨。
"一天的时间能带来什么？
",时间，天天得到的都是二十四小时，可是一天的时间给勤勉的人带来聪明和气力，给懒散的人只留下一片悔恨。
"为什么时间对勤勉的人和懒散的人有不同的影响？
",时间，天天得到的都是二十四小时，可是一天的时间给勤勉的人带来聪明和气力，给懒散的人只留下一片悔恨。
"时间对于勤勉的人有什么影响？
",时间，天天得到的都是二十四小时，可是一天的时间给勤勉的人带来聪明和气力，给懒散的人只留下一片悔恨。
"一天的时间能给勤勉的人带来什么？
",时间，天天得到的都是二十四小时，可是一天的时间给勤勉的人带来聪明和气力，给懒散的人只留下一片悔恨。
"为什么懒散的人会有悔恨？
",时间，天天得到的都是二十四小时，可是一天的时间给勤勉的人带来聪明和气力，给懒散的人只留下一片悔恨。
"问题：中国觉醒的人应该怎么做？如何实现解放幼者的目标？改变黑暗的现状需要什么？
",中国觉醒的人，为想随顺长者解放幼者，便须 --- 面清洁旧帐，一面开辟新路。“自己背着因袭的重担，肩住了黑感的闸门，放他们到宽阔光明的地方去；此后幸福的度日，合理的做人。” 这是一件极伟大的要紧的事，也是一件极困苦艰难的事。
"人最苦的是什么？
",人最苦的是梦醒了却无路可走。
"人梦醒后无路可走是什么意思？
",人最苦的是梦醒了却无路可走。
"这句话什么样的人会有这样的感受？
",人最苦的是梦醒了却无路可走。
"这句话的意义是什么？
",人最苦的是梦醒了却无路可走。
"人应该怎样避免这种痛苦的感受？
",人最苦的是梦醒了却无路可走。
"人最苦的是什么？
",人最苦的是梦醒了却无路可走。
"答：人最苦的是梦醒了却无路可走。
",人最苦的是梦醒了却无路可走。
"人梦醒后无路可走是什么意思？
",人最苦的是梦醒了却无路可走。
"答：人梦醒后无路可
",人最苦的是梦醒了却无路可走。
"问：你认为朋友和敌人之间有什么样的不同？
",和朋友谈心，不必留心，但和敌人对面，却必须刻刻防备。
"时间可以挤吗？
",时间就像海绵里的水，只要愿挤，总还是有的。
"时间和海绵里的水有什么关系？
",时间就像海绵里的水，只要愿挤，总还是有的。
"挤出来的时间可以用来做什么？
",时间就像海绵里的水，只要愿挤，总还是有的。
"如何利用时间？
",时间就像海绵里的水，只要愿挤，总还是有的。
"为什么要挤时间？
",时间就像海绵里的水，只要愿挤，总还是有的。
"答：时间可以挤吗？是的，时间是可以挤的。
",时间就像海绵里的水，只要愿挤，总还是有的。
"时间和海绵里的水有什么关系？时间就像海绵里的水，只要愿意挤，总还是有的。
",时间就像海绵里的水，只要愿挤，总还是有的。
"3
",时间就像海绵里的水，只要愿挤，总还是有的。
"为什么人类不会寂寞？
",人类总不会寂寞，因为生命是进步的，是天生的。
"生命的进步是如何体现的？
",人类总不会寂寞，因为生命是进步的，是天生的。
"生命的天生特性是什么？
",人类总不会寂寞，因为生命是进步的，是天生的。
"他在建造塔时有没有考虑到塔会倒塌？
",莫非他造塔的时候，竟没有想到塔是终究要倒的么？
"他曾经想过塔会终究会倒？
",莫非他造塔的时候，竟没有想到塔是终究要倒的么？
"他在建造塔的时候有没有考虑过它最终会倒塌？
",莫非他造塔的时候，竟没有想到塔是终究要倒的么？
"他真的没有预想到塔会倒塌吗？
",莫非他造塔的时候，竟没有想到塔是终究要倒的么？
"他有没有知道塔会终究倒塌？
",莫非他造塔的时候，竟没有想到塔是终究要倒的么？
"什么是季节？
",季节不等人，一刻值千金。
"为什么“一刻”值千金？
",季节不等人，一刻值千金。
"我们应该如何把握季节？
",季节不等人，一刻值千金。
"什么叫做“一刻”？
",季节不等人，一刻值千金。
"为什么不能等待季节？
",季节不等人，一刻值千金。
"季节是指一年中不同时期的天气状况。
",季节不等人，一刻值千金。
"“一刻”值千金是指时间珍贵，把握时机是重要的。
",季节不等人，一刻值千金。
"我们应该充分利用季节，把握机会，充分利
",季节不等人，一刻值千金。
"什么是意图生存？
",意图生存，而太卑怯，结果就得死亡。
"为什么太卑怯会导致死亡？
",意图生存，而太卑怯，结果就得死亡。
"如何克服卑怯？
",意图生存，而太卑怯，结果就得死亡。
"您如何评价母亲？
",母亲是伟大的！
"为什么母亲是伟大的？
",母亲是伟大的！
"您最喜欢母亲做什么？
",母亲是伟大的！
"母亲是怎样影响您的？
",母亲是伟大的！
"您从母亲身上学到了什么？
",母亲是伟大的！
"你认为完成学业以后，应该如何利用余暇？你认为看书有什么作用？你认为看什么类型的书有益？
",应做的功课已完而有余暇，大可以看看各样的书，即使和本业毫无相干的，也要泛览。
"为什么没有路？
",其实世上本没有路，走的人多了，也便成了路。
"为什么人多了路就出现了？
",其实世上本没有路，走的人多了，也便成了路。
"如何让更多的人走路？
",其实世上本没有路，走的人多了，也便成了路。
"走路有什么好处？
",其实世上本没有路，走的人多了，也便成了路。
"为什么我们需要路？
",其实世上本没有路，走的人多了，也便成了路。
"世上本没有路吗？
",其实世上本没有路，走的人多了，也便成了路。
"人们走的路越多就会越宽敞吗？
",其实世上本没有路，走的人多了，也便成了路。
"为什么要走路？
",其实世上本没有路，走的人多了，也便成了路。
"走路有什么好处？
",其实世上本没有路，走的人多了，也便成了路。
"路有什么作用？
",其实世上本没有路，走的人多了，也便成了路。
"为什么勇者会愤怒？
",勇者愤怒，抽刃向更强者；怯者愤怒，却抽刃向更弱者。不可救药的民族中，一定有许多英雄，专向孩子们瞪眼。这些孱头们。
"怯者会向谁抽刃？
",勇者愤怒，抽刃向更强者；怯者愤怒，却抽刃向更弱者。不可救药的民族中，一定有许多英雄，专向孩子们瞪眼。这些孱头们。
"不可救药的民族中会有什么样的英雄？
",勇者愤怒，抽刃向更强者；怯者愤怒，却抽刃向更弱者。不可救药的民族中，一定有许多英雄，专向孩子们瞪眼。这些孱头们。
"为什么这些英雄会向孩子们瞪眼？
",勇者愤怒，抽刃向更强者；怯者愤怒，却抽刃向更弱者。不可救药的民族中，一定有许多英雄，专向孩子们瞪眼。这些孱头们。
"什么是悲剧？
",悲剧就是把美撕碎给人，每个人的人生都不会十全十美。
"人生有什么不十全十美的地方？
",悲剧就是把美撕碎给人，每个人的人生都不会十全十美。
"悲剧如何把美撕碎给人？
",悲剧就是把美撕碎给人，每个人的人生都不会十全十美。
"什么是人生十全十美？
",悲剧就是把美撕碎给人，每个人的人生都不会十全十美。
"为什么人生不会是十全十美？
",悲剧就是把美撕碎给人，每个人的人生都不会十全十美。
"悲剧是把美好的事物撕碎给人的一种情绪体验。
",悲剧就是把美撕碎给人，每个人的人生都不会十全十美。
"人生中存在的不是十全十美的地方，而是困难、失落、不完美。
",悲剧就是把美撕碎给人，每个人的人生都不会十全十美。
"悲剧会让人体验到把美
",悲剧就是把美撕碎给人，每个人的人生都不会十全十美。
